,Complaint Type,Sub Type,Unnamed: 0,address_street_direction,address_street_name,address_street_number,address_street_suffix,any_people_using_property_homeless_childen_gangs_,community_area,completion_date,creation_date,current_activity,if_the_building_is_open_where_is_the_entry_point_,is_the_building_currently_vacant_or_occupied_,is_the_building_dangerous_or_hazardous_,is_the_building_vacant_due_to_fire_,latitude,location,location_of_building_on_the_lot_if_garage_change_type_code_to_bgd_,longitude,most_recent_action,number_of_potholes_filled_on_block,police_district,service_request_number,service_request_type,ssa,status,street_address,type_of_service_request,ward,what_type_of_surface_is_the_graffiti_on_,x_coordinate,y_coordinate,zip_code
478775,Graffiti Removal,Rear,28775,,,,,,22.0,2014-04-07T00:00:00,2014-04-03T00:00:00,,,,,,41.92107124595664,"{'longitude': '-87.70694909882648', 'needs_recoding': False, 'latitude': '41.92107124595664'}",,-87.70694909882648,,,14.0,14-00476321,,,Completed,2201 N KEDZIE BLVD,Graffiti Removal,35.0,Brick - Unpainted,1154679.54703315,1914457.82710793,60647.0
593293,Graffiti Removal,Side,43293,,,,,,19.0,2015-02-09T00:00:00,2015-02-08T00:00:00,,,,,,41.92214330584142,"{'longitude': '-87.75962876544102', 'needs_recoding': False, 'latitude': '41.92214330584142'}",,-87.75962876544102,,,25.0,15-00237462,,,Completed,2259 N LOREL AVE,Graffiti Removal,37.0,Wood - Painted,1140347.51728078,1914504.65546826,60639.0
1282548,Pot Holes Reported,Pothole in Street,19210,,,,,,17.0,2015-08-28T00:00:00,2015-08-28T00:00:00,Final Outcome,,,,,41.947429353993314,"{'longitude': '-87.78124804518308', 'needs_recoding': False, 'latitude': '41.94742935399331'}",,-87.78124804518309,Pothole Patched,1.0,16.0,15-04414532,,,Completed,6157 W WAVELAND AVE,,36.0,,1134664.24121948,1923961.61422269,60634.0
612213,Graffiti Removal,Front,12213,,,,,,24.0,2015-04-06T00:00:00,2015-04-05T00:00:00,,,,,,41.91147724354828,"{'longitude': '-87.6873979344609', 'needs_recoding': False, 'latitude': '41.91147724354828'}",,-87.6873979344609,,,14.0,15-01149991,,33.0,Completed,1638 N WESTERN AVE,Graffiti Removal,1.0,Metal - Painted,1160111.42901338,1910829.09551102,60647.0
967750,Pot Holes Reported,Pot Hole in Street,4412,,,,,,29.0,2011-03-29T00:00:00,2011-03-14T00:00:00,Dispatch Crew,,,,,41.85169106622424,"{'longitude': '-87.7188040260986', 'needs_recoding': False, 'latitude': '41.85169106622424'}",,-87.7188040260986,Pothole Patched,13.0,10.0,11-00418385,,,Completed,2148 S RIDGEWAY AVE,,24.0,,1151707.61559594,1889389.70666865,60623.0
214200,Graffiti Removal,Side,14200,,,,,,12.0,2012-08-09T00:00:00,2012-07-29T00:00:00,,,,,,41.993805517648575,"{'longitude': '-87.73740890174231', 'needs_recoding': False, 'latitude': '41.99380551764858'}",,-87.7374089017423,,,17.0,12-01357167,,,Completed,4332 W GRANVILLE AVE,Graffiti Removal,39.0,Brick - Painted,1146253.00346903,1940856.32002509,60646.0
654361,Graffiti Removal,Front,4361,,,,,,59.0,2015-07-29T00:00:00,2015-07-29T00:00:00,,,,,,41.83093125039888,"{'longitude': '-87.67700309003543', 'needs_recoding': False, 'latitude': '41.83093125039888'}",,-87.67700309003544,,,9.0,15-03704246,,,Completed,3466 S ARCHER AVE,Graffiti Removal,12.0,Brick - Painted,1163179.76847074,1881664.44072268,60608.0
945049,Pot Holes Reported,Pot Hole in Street,31711,,,,,,23.0,2011-03-01T00:00:00,2011-02-22T00:00:00,Dispatch Crew,,,,,41.90261940073483,"{'longitude': '-87.73627328237913', 'needs_recoding': False, 'latitude': '41.90261940073483'}",,-87.73627328237913,Pothole Patched,4.0,25.0,11-00300414,,,Completed,4400 W DIVISION ST,,37.0,,1146821.0124030001,1907631.36459979,60651.0
161397,Graffiti Removal,Garage,11397,,,,,,30.0,2011-05-25T00:00:00,2011-05-24T00:00:00,,,,,,41.841561307540395,"{'longitude': '-87.7001968548467', 'needs_recoding': False, 'latitude': '41.841561307540395'}",,-87.70019685484671,,,10.0,11-02126581,,,Completed,2740 S SACRAMENTO AVE,Graffiti Removal,12.0,Wood - Painted,1156805.7150816002,1885665.3598671001,60623.0
999425,Pot Holes Reported,Pot Hole in Street,36087,,,,,,77.0,2011-05-10T00:00:00,2011-04-21T00:00:00,Dispatch Crew,,,,,41.99425571467668,"{'longitude': '-87.67426445466724', 'needs_recoding': False, 'latitude': '41.99425571467668'}",,-87.67426445466722,Pothole Patched,13.0,24.0,11-01009801,,,Completed,1761 W GRANVILLE AVE,,40.0,,1163499.10138712,1941229.45130844,60660.0
1096525,Pot Holes Reported,Pot Hole in Street,33187,,,,,,2.0,2013-10-23T00:00:00,2013-09-24T00:00:00,,,,,,41.99228894019986,"{'longitude': '-87.67726524960023', 'needs_recoding': False, 'latitude': '41.99228894019987'}",,-87.67726524960024,,0.0,24.0,13-01415431,,,Completed - Dup,6110 N WOLCOTT AVE,,40.0,,1162640.38967025,1940439.73450334,60660.0
183824,Graffiti Removal,Dumpster,33824,,,,,,70.0,2012-08-01T00:00:00,2012-06-21T00:00:00,,,,,,41.740029461324355,"{'longitude': '-87.7367901026323', 'needs_recoding': False, 'latitude': '41.740029461324355'}",,-87.7367901026323,,,8.0,12-01123020,,,Completed,8400 S KENTON AVE,Graffiti Removal,18.0,Metal,1147095.80319475,1848450.38029916,60652.0
489850,Graffiti Removal,Front,39850,,,,,,24.0,2014-04-28T00:00:00,2014-04-28T00:00:00,,,,,,41.904424406021846,"{'longitude': '-87.66791900621516', 'needs_recoding': False, 'latitude': '41.90442440602184'}",,-87.66791900621516,,,14.0,14-00609366,,33.0,Completed,1245 N MILWAUKEE AVE,Graffiti Removal,1.0,Brick - Painted,1165354.08330894,1908441.65782437,60622.0
342806,Graffiti Removal,Front,42806,,,,,,7.0,2013-05-03T00:00:00,2013-05-02T00:00:00,,,,,,41.91563183118657,"{'longitude': '-87.64343547921385', 'needs_recoding': False, 'latitude': '41.91563183118657'}",,-87.64343547921385,,,18.0,13-00526874,,,Completed,1833 N LARRABEE ST,Graffiti Removal,43.0,Other / Unknown Surface,1171985.7607675,1912457.28989167,60614.0
49326,Graffiti Removal,Garage,49326,,,,,,30.0,2012-02-13T00:00:00,2012-02-13T00:00:00,,,,,,41.850873995049184,"{'longitude': '-87.69556742048714', 'needs_recoding': False, 'latitude': '41.85087399504919'}",,-87.69556742048714,,,10.0,12-00192263,,,Completed,2234 S CALIFORNIA AVE,Graffiti Removal,12.0,Aluminum Siding,1158046.44060109,1888924.6506253001,60608.0
1329322,Pot Holes Reported,Pothole in Street,15984,,,,,,35.0,2016-07-12T00:00:00,2016-06-27T00:00:00,Final Outcome,,,,,41.83403735903164,"{'longitude': '-87.61803552916216', 'needs_recoding': False, 'latitude': '41.83403735903164'}",,-87.61803552916216,Pothole Patched,9.0,2.0,16-04478502,,,Completed,3327 S CALUMET AVE,,4.0,,1179140.95962412,1882996.75568222,60616.0
1442458,Sanitation Code Complaints,Other,21678,,,,,,14.0,2014-10-23T00:00:00,2014-10-20T00:00:00,,,,,,41.966638654410545,"{'longitude': '-87.70735672347423', 'needs_recoding': False, 'latitude': '41.966638654410545'}",,-87.70735672347423,,,17.0,14-01798938,,,Completed,3139 W LELAND AVE,Sanitation Code Violation,33.0,,1154487.62997829,1931054.88131386,60625.0
147319,Graffiti Removal,Rear,47319,,,,,,22.0,2012-05-08T00:00:00,2012-05-07T00:00:00,,,,,,41.91392524724584,"{'longitude': '-87.70212764503852', 'needs_recoding': False, 'latitude': '41.913925247245835'}",,-87.70212764503852,,,14.0,12-00880624,,,Completed,1800 N HUMBOLDT BLVD,Graffiti Removal,35.0,Brick - Unpainted,1156092.1503078002,1911825.19462034,60647.0
1354535,Pot Holes Reported,Pothole in Street,41197,,,,,,29.0,2017-02-01T00:00:00,2017-01-26T00:00:00,Final Outcome,,,,,41.85895340031835,"{'longitude': '-87.73825795120509', 'needs_recoding': False, 'latitude': '41.85895340031835'}",,-87.7382579512051,Pothole Patched,1.0,10.0,17-00471676,,,Completed,1551 S KOLMAR AVE,,24.0,,1146311.98270214,1891884.28796818,60623.0
733805,Graffiti Removal,Front,33805,,,,,,24.0,2016-03-18T00:00:00,2016-03-18T00:00:00,,,,,,41.90338570109803,"{'longitude': '-87.67181308238902', 'needs_recoding': False, 'latitude': '41.90338570109803'}",,-87.67181308238901,,,14.0,16-01823101,,33.0,Completed,1744 W DIVISION ST,Graffiti Removal,1.0,Glass,1164433.56000201,1908040.85147022,60622.0
1458998,Sanitation Code Complaints,Other,38218,,,,,,28.0,2015-08-31T00:00:00,2015-08-24T00:00:00,,,,,,41.870299576854244,"{'longitude': '-87.66083481333638', 'needs_recoding': False, 'latitude': '41.87029957685424'}",,-87.66083481333638,,,12.0,15-04316695,,,Completed,1345 W ARTHINGTON ST,Sanitation Code Violation,28.0,,1167414.86117951,1896044.65998812,60607.0
950695,Pot Holes Reported,Pot Hole in Street,37357,,,,,,7.0,2011-03-29T00:00:00,2011-02-28T00:00:00,Dispatch Crew,,,,,41.92784139544352,"{'longitude': '-87.65189904321042', 'needs_recoding': False, 'latitude': '41.92784139544352'}",,-87.65189904321043,Pothole Patched,4.0,19.0,11-00336139,,35.0,Completed,2523 N LINCOLN AVE,,43.0,,1169857.83796669,1916811.70767167,60614.0
1056165,Pot Holes Reported,Pot Hole in Street,42827,,,,,,43.0,2011-12-05T00:00:00,2011-12-02T00:00:00,Dispatch Crew,,,,,41.76612387753039,"{'longitude': '-87.5918618619033', 'needs_recoding': False, 'latitude': '41.76612387753039'}",,-87.59186186190331,Pothole Patched,5.0,3.0,11-04200649,,42.0,Completed,1338 E 71ST ST,,5.0,,1186467.83420438,1858196.99763056,60619.0
616495,Graffiti Removal,Sign,16495,,,,,,32.0,2015-04-17T00:00:00,2015-04-17T00:00:00,,,,,,41.882191772853176,"{'longitude': '-87.6276868832079', 'needs_recoding': False, 'latitude': '41.88219177285317'}",,-87.62768688320791,,,1.0,15-01386021,,1.0,Completed,5 N STATE ST,Graffiti Removal,42.0,Metal - Painted,1176374.69122814,1900413.30989122,60602.0
859978,Vacant and Abandoned Buildings Reported,Open,5356,S,MAY,7240,ST,0.0,68.0,,2010-10-22T00:00:00,,FRONT,Vacant,,1.0,41.76252085795656,"{'longitude': '-87.65283562763612', 'needs_recoding': False, 'latitude': '41.76252085795656'}",Front,-87.65283562763612,,,7.0,10-01720473,Vacant/Abandoned Building,,,,,17.0,,1169904.58981958,1856787.80058991,60621.0
312407,Graffiti Removal,Side,12407,,,,,,31.0,2012-12-07T00:00:00,2012-12-07T00:00:00,,,,,,41.85639292248425,"{'longitude': '-87.67091552148324', 'needs_recoding': False, 'latitude': '41.85639292248425'}",,-87.67091552148322,,,12.0,12-01974891,,,Completed,1845 S WOOD ST,Graffiti Removal,25.0,Other / Unknown Surface,1164665.63321858,1891044.71022276,60608.0
27744,Graffiti Removal,Fence,27744,,,,,,59.0,2011-01-25T00:00:00,2011-01-25T00:00:00,,,,,,41.82665863163616,"{'longitude': '-87.67411757624745', 'needs_recoding': False, 'latitude': '41.82665863163616'}",,-87.67411757624744,,,9.0,11-00121114,,,Completed,3700 S WINCHESTER AVE,Graffiti Removal,11.0,Metal,1163957.78371675,1880148.76240423,60609.0
389637,Graffiti Removal,Side,39637,,,,,,7.0,2013-08-27T00:00:00,2013-08-14T00:00:00,,,,,,41.915862827380494,"{'longitude': '-87.65314423851856', 'needs_recoding': False, 'latitude': '41.91586282738049'}",,-87.65314423851856,,,18.0,13-01155833,,,Completed - Dup,1875 N SHEFFIELD AVE,Graffiti Removal,43.0,Brick - Unpainted,1169341.90511984,1912551.60143363,60614.0
53842,Graffiti Removal,Traffic Control Box,3842,,,,,,19.0,2012-03-01T00:00:00,2012-02-15T00:00:00,,,,,,41.93135497115058,"{'longitude': '-87.75162438977702', 'needs_recoding': False, 'latitude': '41.931354971150576'}",,-87.751624389777,,,25.0,12-00205302,,,Completed,5001 W DIVERSEY AVE,Graffiti Removal,31.0,Metal,1142561.51253257,1918153.36027259,60639.0
1084464,Pot Holes Reported,Pot Hole in Street,21126,,,,,,11.0,2013-07-12T00:00:00,2013-07-06T00:00:00,Final Outcome,,,,,41.97719267243537,"{'longitude': '-87.7579789451998', 'needs_recoding': False, 'latitude': '41.97719267243537'}",,-87.7579789451998,Pothole Patched,2.0,16.0,13-00889377,,,Completed,5302 N LARAMIE AVE,,45.0,,1140738.27849345,1934765.22008638,60630.0
616749,Graffiti Removal,Garage,16749,,,,,,63.0,2015-04-17T00:00:00,2015-04-16T00:00:00,,,,,,41.78936153562132,"{'longitude': '-87.70573999116306', 'needs_recoding': False, 'latitude': '41.78936153562131'}",,-87.70573999116306,,,8.0,15-01364002,,,Completed,5715 S SPAULDING AVE,Graffiti Removal,14.0,Metal - Unpainted,1155357.35867006,1866534.08148897,60629.0
217680,Graffiti Removal,Garage,17680,,,,,,25.0,2011-08-04T00:00:00,2011-08-03T00:00:00,,,,,,41.86968467513844,"{'longitude': '-87.7704473969935', 'needs_recoding': False, 'latitude': '41.86968467513844'}",,-87.7704473969935,,,15.0,11-03519106,,,Completed,913 S MONITOR AVE,Graffiti Removal,29.0,Aluminum Siding,1137516.85979695,1895720.66460679,60644.0
482309,Graffiti Removal,Front,32309,,,,,,63.0,2014-04-11T00:00:00,2014-02-17T00:00:00,,,,,,41.793624302995795,"{'longitude': '-87.7061557284788', 'needs_recoding': False, 'latitude': '41.7936243029958'}",,-87.70615572847879,,,8.0,14-00219260,,,Completed,5456 S SPAULDING AVE,Graffiti Removal,14.0,Brick - Unpainted,1155308.25642797,1868247.4255036998,60632.0
457052,Graffiti Removal,Garage,7052,,,,,,19.0,2014-02-19T00:00:00,2014-02-19T00:00:00,,,,,,41.93492243353611,"{'longitude': '-87.77481644949334', 'needs_recoding': False, 'latitude': '41.93492243353611'}",,-87.77481644949336,,,25.0,14-00233102,,,Completed,5928 W WELLINGTON AVE,Graffiti Removal,30.0,Other / Unknown Surface,1136212.75011916,1919330.48780479,60634.0
1385543,Sanitation Code Complaints,Other,14763,,,,,,29.0,2011-05-20T00:00:00,2011-05-10T00:00:00,,,,,,41.855408655642826,"{'longitude': '-87.70657632010092', 'needs_recoding': False, 'latitude': '41.855408655642826'}",,-87.70657632010092,,,10.0,11-01596103,,,Completed,1950 S SAWYER AVE,Sanitation Code Violation,24.0,,1154996.04558733,1890524.1607721,60623.0
440793,Graffiti Removal,Traffic Control Box,40793,,,,,,15.0,2013-12-20T00:00:00,2013-12-20T00:00:00,,,,,,41.955351019968575,"{'longitude': '-87.7474773295345', 'needs_recoding': False, 'latitude': '41.95535101996857'}",,-87.74747732953449,,,16.0,13-01878407,,28.0,Completed,4800 W BELLE PLAINE AVE,Graffiti Removal,45.0,Other / Unknown Surface,1143638.48020653,1926825.01002534,60641.0
866361,Vacant and Abandoned Buildings Reported,Open,11739,W,SUPERIOR,4928,ST,0.0,25.0,,2011-05-11T00:00:00,,,Vacant,,0.0,41.894028541275155,"{'longitude': '-87.74891554875123', 'needs_recoding': False, 'latitude': '41.89402854127516'}",Garage,-87.74891554875124,,,15.0,11-01632107,Vacant/Abandoned Building,,,,,37.0,,1143365.79552181,1904515.81777518,60644.0
1021360,Pot Holes Reported,Pot Hole in Street,8022,,,,,,2.0,2011-07-18T00:00:00,2011-06-14T00:00:00,Dispatch Crew,,,,,42.01596439355453,"{'longitude': '-87.69269279184304', 'needs_recoding': False, 'latitude': '42.015964393554526'}",,-87.69269279184306,Pothole Patched,7.0,24.0,11-02911236,,,Completed,2500 W JARVIS AVE,,50.0,,1158374.27200096,1949019.85672122,60645.0
681906,Graffiti Removal,Door,31906,,,,,,70.0,2015-10-13T00:00:00,2015-10-13T00:00:00,,,,,,41.75070470270005,"{'longitude': '-87.71022614126817', 'needs_recoding': False, 'latitude': '41.75070470270005'}",,-87.71022614126818,,,8.0,15-05359307,,,Completed,3510 W 78TH PL,Graffiti Removal,18.0,Aluminum Siding,1154351.98328786,1852325.52008872,60652.0
1144351,Pot Holes Reported,Pot Hole in Street,31013,,,,,,65.0,2014-03-28T00:00:00,2014-03-20T00:00:00,,,,,,41.771158448588025,"{'longitude': '-87.73150126859014', 'needs_recoding': False, 'latitude': '41.77115844858802'}",,-87.73150126859015,,,8.0,14-00399907,,,Completed - Dup,4341 W MARQUETTE RD,,13.0,,1148484.25056577,1859816.60368704,60629.0
1416391,Sanitation Code Complaints,Garbage in alley,45611,,,,,,6.0,2013-07-01T00:00:00,2013-06-26T00:00:00,,,,,,41.933666043871206,"{'longitude': '-87.6445158929737', 'needs_recoding': False, 'latitude': '41.9336660438712'}",,-87.64451589297371,,,19.0,13-00826791,,,Completed,2831 N BROADWAY,Sanitation Code Violation,44.0,,1171674.17596878,1919170.6748099998,60657.0
18052,Graffiti Removal,Alley,18052,,,,,,77.0,2013-02-07T00:00:00,2013-01-15T00:00:00,,,,,,41.97754170473053,"{'longitude': '-87.66004721585537', 'needs_recoding': False, 'latitude': '41.977541704730534'}",,-87.66004721585537,,,20.0,13-00058409,,26.0,Completed,5240 N BROADWAY,Graffiti Removal,48.0,Metal - Painted,1167367.46726662,1934949.85638693,60640.0
1161161,Pot Holes Reported,Pothole in Street,47823,,,,,,50.0,2014-05-08T00:00:00,2014-04-15T00:00:00,Final Outcome,,,,,41.707844955085264,"{'longitude': '-87.58893872518806', 'needs_recoding': False, 'latitude': '41.707844955085264'}",,-87.58893872518806,Pothole Patched,13.0,5.0,14-00543620,,,Completed,1400 E 103RD ST,,8.0,,1187486.56727336,1836968.44247848,60628.0
91921,Graffiti Removal,Front,41921,,,,,,1.0,2012-03-19T00:00:00,2012-03-14T00:00:00,,,,,,42.01635326557813,"{'longitude': '-87.68053357532439', 'needs_recoding': False, 'latitude': '42.016353265578125'}",,-87.68053357532439,,,24.0,12-00613332,,,Completed - Dup,2001 W FARGO AVE,Graffiti Removal,49.0,Brick - Unpainted,1161649.46729004,1949265.62999702,60645.0
791639,Graffiti Removal,Viaduct,41639,,,,,,68.0,2016-08-31T00:00:00,2016-08-30T00:00:00,,,,,,41.788716379469435,"{'longitude': '-87.65123914247896', 'needs_recoding': False, 'latitude': '41.788716379469435'}",,-87.65123914247896,,,7.0,16-06146328,,,Completed,5800 S CARPENTER ST,Graffiti Removal,16.0,Brick - Painted,1170304.01370574,1866352.42153074,60621.0
156003,Graffiti Removal,Side,6003,,,,,,62.0,2011-05-20T00:00:00,2011-05-18T00:00:00,,,,,,41.79316499805379,"{'longitude': '-87.71831811382717', 'needs_recoding': False, 'latitude': '41.79316499805379'}",,-87.71831811382717,,,8.0,11-01882083,,,Completed - Dup,3801 W 55TH ST,Graffiti Removal,23.0,Brick - Unpainted,1151964.11833215,1867859.87739323,60632.0
1031214,Pot Holes Reported,Pot Hole in Street,17876,,,,,,19.0,2012-07-26T00:00:00,2012-07-18T00:00:00,Final Outcome,,,,,41.91675646660767,"{'longitude': '-87.76742833001904', 'needs_recoding': False, 'latitude': '41.916756466607666'}",,-87.76742833001906,Pothole Patched,12.0,25.0,12-01285347,,,Completed,5643 W ARMITAGE AVE,,29.0,,1138348.84992312,1912804.75280057,60639.0
1461291,Sanitation Code Complaints,Other,40511,,,,,,6.0,2015-10-07T00:00:00,2015-10-05T00:00:00,,,,,,41.934264321226735,"{'longitude': '-87.64360793026013', 'needs_recoding': False, 'latitude': '41.934264321226735'}",,-87.64360793026012,,,19.0,15-05262438,,,Completed,559 W SURF ST,Sanitation Code Violation,44.0,,1171919.47596878,1919390.6748099998,60657.0
428608,Graffiti Removal,Front,28608,,,,,,22.0,2013-11-20T00:00:00,2013-11-19T00:00:00,,,,,,41.93123423921809,"{'longitude': '-87.6866590595683', 'needs_recoding': False, 'latitude': '41.931234239218085'}",,-87.68665905956829,,,14.0,13-01738339,,,Completed,2738 N ELSTON AVE,Graffiti Removal,1.0,Metal - Painted,1160278.48017341,1918187.56020759,60647.0
1398805,Sanitation Code Complaints,Other,28025,,,,,,44.0,2011-08-22T00:00:00,2011-08-18T00:00:00,,,,,,41.750139673834,"{'longitude': '-87.63307354434772', 'needs_recoding': False, 'latitude': '41.750139673834'}",,-87.63307354434772,,,6.0,11-03620678,,,Completed,7936 S HARVARD AVE,Sanitation Code Violation,17.0,,1175332.86989682,1852319.47478149,60620.0
476434,Graffiti Removal,Front,26434,,,,,,8.0,2014-04-02T00:00:00,2014-04-02T00:00:00,,,,,,41.894084947965545,"{'longitude': '-87.63531165826943', 'needs_recoding': False, 'latitude': '41.89408494796555'}",,-87.63531165826944,,,18.0,14-00468584,,,Completed,226 W ERIE ST,Graffiti Removal,42.0,Other / Unknown Surface,1174509.55733303,1904732.50241661,60654.0
1047764,Pot Holes Reported,Pot Hole in Street,34426,,,,,,1.0,2011-11-08T00:00:00,2011-10-11T00:00:00,Dispatch Crew,,,,,42.00887108683741,"{'longitude': '-87.67425754934523', 'needs_recoding': False, 'latitude': '42.00887108683741'}",,-87.67425754934523,Pothole Patched,1.0,24.0,11-03928817,,24.0,Completed,1751 W LUNT AVE,,49.0,,1163385.02940285,1946554.90330833,60626.0
1447940,Sanitation Code Complaints,Dumpster not being emptied,27160,,,,,,66.0,2015-03-11T00:00:00,2015-02-13T00:00:00,,,,,,41.762773741934325,"{'longitude': '-87.68930759423789', 'needs_recoding': False, 'latitude': '41.762773741934325'}",,-87.6893075942379,,,8.0,15-00277635,,,Completed,7200 S TALMAN AVE,Sanitation Code Violation,18.0,,1159953.5038788,1856803.34201015,60629.0
482397,Graffiti Removal,Side,32397,,,,,,31.0,2014-04-11T00:00:00,2014-01-20T00:00:00,,,,,,41.856165244772775,"{'longitude': '-87.65494515647043', 'needs_recoding': False, 'latitude': '41.856165244772775'}",,-87.65494515647043,,,12.0,14-00094602,,,Completed,1912 S MAY ST,Graffiti Removal,25.0,Wood - Painted,1169098.98178555,1890927.51853071,60608.0
847629,Graffiti Removal,Front,47629,,,,,,30.0,2017-03-03T00:00:00,2017-03-03T00:00:00,,,,,,41.84450466777077,"{'longitude': '-87.71405275014162', 'needs_recoding': False, 'latitude': '41.84450466777077'}",,-87.71405275014162,,,10.0,17-01193741,,25.0,Completed,3542 W 26TH ST,Graffiti Removal,22.0,Brick - Unpainted,1153070.70076933,1886497.74809337,60623.0
1226764,Pot Holes Reported,Pothole in Street,13426,,,,,,26.0,2014-12-18T00:00:00,2014-03-19T00:00:00,Final Outcome,,,,,41.87621408008255,"{'longitude': '-87.73137884151888', 'needs_recoding': False, 'latitude': '41.87621408008255'}",,-87.73137884151888,Pothole Patched,3.0,11.0,14-00395440,,,Completed,4222 W GLADYS AVE,,28.0,,1148299.77142235,1898019.9503168,60624.0
902964,Vacant and Abandoned Buildings Reported,Open,48342,W,GLADYS,4211,AVE,0.0,26.0,,2015-03-18T00:00:00,,REAR,Vacant,,0.0,41.87611301775401,"{'longitude': '-87.73068980463768', 'needs_recoding': False, 'latitude': '41.87611301775401'}",Rear,-87.73068980463768,,,11.0,15-00812483,Vacant/Abandoned Building,,,,,24.0,,1148373.87142235,1898021.7503167999,60624.0
